Geolocation,Industry Description,Metric,2013,2015,2017,ADM1_CODE
Region IX (Zamboanga Peninsula),Customer relationship management activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Customer relationship management activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Data processing,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Document processes activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Engineering outsourcing activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Finance and accounting activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Human resources and training activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Intellectual property research and documentation activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Legal services activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Medical transcription activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with wide area network,,,,PH090000000
